0.05,0,0
0,-0.02,0
0,0.04,0
-0.05,0,0
0.02,0,0
0,0.02,0
-0.02,0,0
0.02,0.02,0
0,-0.018,-0.01
0,0,0.01
-0.02,0.018,0
0,0,-0.01
0,0.02,0
0,0,0.01
